RecordType,StartTime,Demand
VD,2024-01-06T06:25:00Z,25471
VD,2024-01-06T06:30:00Z,25713
VD,2024-01-06T06:35:00Z,25844
VD,2024-01-06T06:40:00Z,25965
VD,2024-01-06T06:45:00Z,26082
VD,2024-01-06T06:50:00Z,26115
VD,2024-01-06T06:55:00Z,26216
VD,2024-01-06T07:00:00Z,26519
VD,2024-01-06T07:05:00Z,26830
VD,2024-01-06T07:10:00Z,27089
VD,2024-01-06T07:15:00Z,27432
VD,2024-01-06T07:20:00Z,27412
VD,2024-01-06T07:25:00Z,27546
VD,2024-01-06T07:30:00Z,27648
VD,2024-01-06T07:35:00Z,27773
VD,2024-01-06T07:40:00Z,28003
VD,2024-01-06T07:45:00Z,28306
VD,2024-01-06T07:50:00Z,28801
VD,2024-01-06T07:55:00Z,28980
VD,2024-01-06T08:00:00Z,29315
VD,2024-01-06T08:05:00Z,29983
VD,2024-01-06T08:10:00Z,30121
VD,2024-01-06T08:15:00Z,30196
VD,2024-01-06T08:20:00Z,30428
VD,2024-01-06T08:25:00Z,30718
VD,2024-01-06T08:30:00Z,30855
VD,2024-01-06T08:35:00Z,31043
VD,2024-01-06T08:40:00Z,31270
VD,2024-01-06T08:45:00Z,31398
VD,2024-01-06T08:50:00Z,31484
VD,2024-01-06T08:55:00Z,31737
VD,2024-01-06T09:00:00Z,32264
VD,2024-01-06T09:05:00Z,32455
VD,2024-01-06T09:10:00Z,32543
VD,2024-01-06T09:15:00Z,32676
VD,2024-01-06T09:20:00Z,32906
VD,2024-01-06T09:25:00Z,32994
VD,2024-01-06T09:30:00Z,33050
VD,2024-01-06T09:35:00Z,33049
VD,2024-01-06T09:40:00Z,33003
VD,2024-01-06T09:45:00Z,32995
VD,2024-01-06T09:50:00Z,32921
VD,2024-01-06T09:55:00Z,32965
VD,2024-01-06T10:00:00Z,33029
VD,2024-01-06T10:05:00Z,33073
VD,2024-01-06T10:10:00Z,33205
VD,2024-01-06T10:15:00Z,32957
VD,2024-01-06T10:20:00Z,32586
VD,2024-01-06T10:25:00Z,32714
VD,2024-01-06T10:30:00Z,32732
VD,2024-01-06T10:35:00Z,32740
VD,2024-01-06T10:40:00Z,32746
VD,2024-01-06T10:45:00Z,32775
VD,2024-01-06T10:50:00Z,32745
VD,2024-01-06T10:55:00Z,32655
VD,2024-01-06T11:00:00Z,32514
VD,2024-01-06T11:05:00Z,32588
VD,2024-01-06T11:10:00Z,32562
VD,2024-01-06T11:15:00Z,32615
VD,2024-01-06T11:20:00Z,32544
VD,2024-01-06T11:25:00Z,32515
VD,2024-01-06T11:30:00Z,32609
VD,2024-01-06T11:35:00Z,32604
VD,2024-01-06T11:40:00Z,32596
VD,2024-01-06T11:45:00Z,32653
VD,2024-01-06T11:50:00Z,32700
VD,2024-01-06T11:55:00Z,32732
VD,2024-01-06T12:00:00Z,32795
VD,2024-01-06T12:05:00Z,32800
VD,2024-01-06T12:10:00Z,32690
VD,2024-01-06T12:15:00Z,32834
VD,2024-01-06T12:20:00Z,32915
VD,2024-01-06T12:25:00Z,32934
VD,2024-01-06T12:30:00Z,32911
VD,2024-01-06T12:35:00Z,32836
VD,2024-01-06T12:40:00Z,32800
VD,2024-01-06T12:45:00Z,32886
VD,2024-01-06T12:50:00Z,32859
VD,2024-01-06T12:55:00Z,32785
VD,2024-01-06T13:00:00Z,33151
VD,2024-01-06T13:05:00Z,33188
VD,2024-01-06T13:10:00Z,33192
VD,2024-01-06T13:15:00Z,33272
VD,2024-01-06T13:20:00Z,33287
VD,2024-01-06T13:25:00Z,33320
VD,2024-01-06T13:30:00Z,33319
VD,2024-01-06T13:35:00Z,33555
VD,2024-01-06T13:40:00Z,33663
VD,2024-01-06T13:45:00Z,33656
VD,2024-01-06T13:50:00Z,33609
VD,2024-01-06T13:55:00Z,33470
VD,2024-01-06T14:00:00Z,33601
VD,2024-01-06T14:05:00Z,33649
VD,2024-01-06T14:10:00Z,33602
VD,2024-01-06T14:15:00Z,33680
VD,2024-01-06T14:20:00Z,33995
VD,2024-01-06T14:25:00Z,34042
VD,2024-01-06T14:30:00Z,34070
VD,2024-01-06T14:35:00Z,34145
VD,2024-01-06T14:40:00Z,34127
VD,2024-01-06T14:45:00Z,34117
VD,2024-01-06T14:50:00Z,34217
VD,2024-01-06T14:55:00Z,34283
VD,2024-01-06T15:00:00Z,34214
VD,2024-01-06T15:05:00Z,34552
VD,2024-01-06T15:10:00Z,34771
VD,2024-01-06T15:15:00Z,34778
VD,2024-01-06T15:20:00Z,34786
VD,2024-01-06T15:25:00Z,34908
VD,2024-01-06T15:30:00Z,35261
VD,2024-01-06T15:35:00Z,35417
VD,2024-01-06T15:40:00Z,35488
VD,2024-01-06T15:45:00Z,35635
VD,2024-01-06T15:50:00Z,35820
VD,2024-01-06T15:55:00Z,36251
VD,2024-01-06T16:00:00Z,36667
VD,2024-01-06T16:05:00Z,36938
VD,2024-01-06T16:10:00Z,37000
VD,2024-01-06T16:15:00Z,37385
VD,2024-01-06T16:20:00Z,37767
VD,2024-01-06T16:25:00Z,38018
VD,2024-01-06T16:30:00Z,38386
VD,2024-01-06T16:35:00Z,38555
VD,2024-01-06T16:40:00Z,38664
VD,2024-01-06T16:45:00Z,38844
VD,2024-01-06T16:50:00Z,39001
VD,2024-01-06T16:55:00Z,39170
VD,2024-01-06T17:00:00Z,39627
VD,2024-01-06T17:05:00Z,39708
VD,2024-01-06T17:10:00Z,39813
VD,2024-01-06T17:15:00Z,39907
VD,2024-01-06T17:20:00Z,39997
VD,2024-01-06T17:25:00Z,40003
VD,2024-01-06T17:30:00Z,40047
VD,2024-01-06T17:35:00Z,40249
VD,2024-01-06T17:40:00Z,40136
VD,2024-01-06T17:45:00Z,40016
VD,2024-01-06T17:50:00Z,40076
VD,2024-01-06T17:55:00Z,40021
VD,2024-01-06T18:00:00Z,39986
VD,2024-01-06T18:05:00Z,39896
VD,2024-01-06T18:10:00Z,39765
VD,2024-01-06T18:15:00Z,39744
VD,2024-01-06T18:20:00Z,39666
VD,2024-01-06T18:25:00Z,39547
VD,2024-01-06T18:30:00Z,39179
VD,2024-01-06T18:35:00Z,38974
VD,2024-01-06T18:40:00Z,38800
VD,2024-01-06T18:45:00Z,38782
VD,2024-01-06T18:50:00Z,38658
VD,2024-01-06T18:55:00Z,38492
VD,2024-01-06T19:00:00Z,38266
VD,2024-01-06T19:05:00Z,38204
VD,2024-01-06T19:10:00Z,37901
VD,2024-01-06T19:15:00Z,37738
VD,2024-01-06T19:20:00Z,37544
VD,2024-01-06T19:25:00Z,37392
VD,2024-01-06T19:30:00Z,37045
VD,2024-01-06T19:35:00Z,37048
VD,2024-01-06T19:40:00Z,37006
VD,2024-01-06T19:45:00Z,36868
VD,2024-01-06T19:50:00Z,36954
VD,2024-01-06T19:55:00Z,36797
VD,2024-01-06T20:00:00Z,36543
VD,2024-01-06T20:05:00Z,36407
VD,2024-01-06T20:10:00Z,36142
VD,2024-01-06T20:15:00Z,35869
VD,2024-01-06T20:20:00Z,35638
VD,2024-01-06T20:25:00Z,35459
VD,2024-01-06T20:30:00Z,35287
VD,2024-01-06T20:35:00Z,35046
VD,2024-01-06T20:40:00Z,34874
VD,2024-01-06T20:45:00Z,34704
VD,2024-01-06T20:50:00Z,34588
VD,2024-01-06T20:55:00Z,34359
VD,2024-01-06T21:00:00Z,33854
VD,2024-01-06T21:05:00Z,33609
VD,2024-01-06T21:10:00Z,33394
VD,2024-01-06T21:15:00Z,33032
VD,2024-01-06T21:20:00Z,32688
VD,2024-01-06T21:25:00Z,32512
VD,2024-01-06T21:30:00Z,32396
VD,2024-01-06T21:35:00Z,32280
VD,2024-01-06T21:40:00Z,32141
VD,2024-01-06T21:45:00Z,32027
VD,2024-01-06T21:50:00Z,31858
VD,2024-01-06T21:55:00Z,31606
VD,2024-01-06T22:00:00Z,31435
VD,2024-01-06T22:05:00Z,31198
VD,2024-01-06T22:10:00Z,31020
VD,2024-01-06T22:15:00Z,30801
VD,2024-01-06T22:20:00Z,30810
VD,2024-01-06T22:25:00Z,30785
VD,2024-01-06T22:30:00Z,30771
VD,2024-01-06T22:35:00Z,30426
VD,2024-01-06T22:40:00Z,30040
VD,2024-01-06T22:45:00Z,29645
VD,2024-01-06T22:50:00Z,29430
VD,2024-01-06T22:55:00Z,29196
VD,2024-01-06T23:00:00Z,28912
VD,2024-01-06T23:05:00Z,28552
VD,2024-01-06T23:10:00Z,28628
VD,2024-01-06T23:15:00Z,28464
VD,2024-01-06T23:20:00Z,28208
VD,2024-01-06T23:25:00Z,27925
VD,2024-01-06T23:30:00Z,27731
VD,2024-01-06T23:35:00Z,27680
VD,2024-01-06T23:40:00Z,27437
VD,2024-01-06T23:45:00Z,27172
VD,2024-01-06T23:50:00Z,27073
VD,2024-01-06T23:55:00Z,27094
VD,2024-01-07T00:00:00Z,27438
VD,2024-01-07T00:05:00Z,27566
VD,2024-01-07T00:10:00Z,27574
VD,2024-01-07T00:15:00Z,27434
VD,2024-01-07T00:20:00Z,27408
VD,2024-01-07T00:25:00Z,27491
VD,2024-01-07T00:30:00Z,27830
VD,2024-01-07T00:35:00Z,28041
VD,2024-01-07T00:40:00Z,28088
VD,2024-01-07T00:45:00Z,28086
VD,2024-01-07T00:50:00Z,28054
VD,2024-01-07T00:55:00Z,27900
VD,2024-01-07T01:00:00Z,27943
VD,2024-01-07T01:05:00Z,27916
VD,2024-01-07T01:10:00Z,27715
VD,2024-01-07T01:15:00Z,27600
VD,2024-01-07T01:20:00Z,27570
VD,2024-01-07T01:25:00Z,27569
VD,2024-01-07T01:30:00Z,27563
VD,2024-01-07T01:35:00Z,27622
VD,2024-01-07T01:40:00Z,27558
VD,2024-01-07T01:45:00Z,27347
VD,2024-01-07T01:50:00Z,27150
VD,2024-01-07T01:55:00Z,27091
VD,2024-01-07T02:00:00Z,26966
VD,2024-01-07T02:05:00Z,26934
VD,2024-01-07T02:10:00Z,27101
VD,2024-01-07T02:15:00Z,27015
VD,2024-01-07T02:20:00Z,26936
VD,2024-01-07T02:25:00Z,26831
VD,2024-01-07T02:30:00Z,26746
VD,2024-01-07T02:35:00Z,26734
VD,2024-01-07T02:40:00Z,26715
VD,2024-01-07T02:45:00Z,26848
VD,2024-01-07T02:50:00Z,26772
VD,2024-01-07T02:55:00Z,26681
VD,2024-01-07T03:00:00Z,26594
VD,2024-01-07T03:05:00Z,26522
VD,2024-01-07T03:10:00Z,26490
VD,2024-01-07T03:15:00Z,26242
VD,2024-01-07T03:20:00Z,26124
VD,2024-01-07T03:25:00Z,26090
VD,2024-01-07T03:30:00Z,26201
VD,2024-01-07T03:35:00Z,26327
VD,2024-01-07T03:40:00Z,26405
VD,2024-01-07T03:45:00Z,26300
VD,2024-01-07T03:50:00Z,26145
VD,2024-01-07T03:55:00Z,26023
VD,2024-01-07T04:00:00Z,26188
VD,2024-01-07T04:05:00Z,26221
VD,2024-01-07T04:10:00Z,26194
VD,2024-01-07T04:15:00Z,26086
VD,2024-01-07T04:20:00Z,26013
VD,2024-01-07T04:25:00Z,25901
VD,2024-01-07T04:30:00Z,25829
VD,2024-01-07T04:35:00Z,25836
VD,2024-01-07T04:40:00Z,25865
VD,2024-01-07T04:45:00Z,25825
VD,2024-01-07T04:50:00Z,25908
VD,2024-01-07T04:55:00Z,25985
VD,2024-01-07T05:00:00Z,26268
VD,2024-01-07T05:05:00Z,26378
VD,2024-01-07T05:10:00Z,26245
VD,2024-01-07T05:15:00Z,26219
VD,2024-01-07T05:20:00Z,26161
VD,2024-01-07T05:25:00Z,26136
VD,2024-01-07T05:30:00Z,26085
VD,2024-01-07T05:35:00Z,26049
VD,2024-01-07T05:40:00Z,26052
VD,2024-01-07T05:45:00Z,26039
VD,2024-01-07T05:50:00Z,25983
VD,2024-01-07T05:55:00Z,26073
VD,2024-01-07T06:00:00Z,26278
VD,2024-01-07T06:05:00Z,26387
VD,2024-01-07T06:10:00Z,26329
VD,2024-01-07T06:15:00Z,26452
VD,2024-01-07T06:20:00Z,26564
VD,2024-01-07T06:25:00Z,26657
VD,2024-01-07T06:30:00Z,26907
VD,2024-01-07T06:35:00Z,26958
VD,2024-01-07T06:40:00Z,26935
VD,2024-01-07T06:45:00Z,27006
VD,2024-01-07T06:50:00Z,27028
VD,2024-01-07T06:55:00Z,27079
VD,2024-01-07T07:00:00Z,26870
VD,2024-01-07T07:05:00Z,26673
VD,2024-01-07T07:10:00Z,26669
VD,2024-01-07T07:15:00Z,26770
VD,2024-01-07T07:20:00Z,27061
VD,2024-01-07T07:25:00Z,27293
VD,2024-01-07T07:30:00Z,27349
VD,2024-01-07T07:35:00Z,27278
VD,2024-01-07T07:40:00Z,27271
VD,2024-01-07T07:45:00Z,27261
VD,2024-01-07T07:50:00Z,27471
VD,2024-01-07T07:55:00Z,27551
VD,2024-01-07T08:00:00Z,28055
VD,2024-01-07T08:05:00Z,28532
VD,2024-01-07T08:10:00Z,28797
VD,2024-01-07T08:15:00Z,28950
VD,2024-01-07T08:20:00Z,29229
VD,2024-01-07T08:25:00Z,29483
VD,2024-01-07T08:30:00Z,29555
VD,2024-01-07T08:35:00Z,29628
VD,2024-01-07T08:40:00Z,29753
VD,2024-01-07T08:45:00Z,29975
VD,2024-01-07T08:50:00Z,30252
VD,2024-01-07T08:55:00Z,30501
VD,2024-01-07T09:00:00Z,30995
VD,2024-01-07T09:05:00Z,31167
VD,2024-01-07T09:10:00Z,31476
VD,2024-01-07T09:15:00Z,31639
VD,2024-01-07T09:20:00Z,31681
VD,2024-01-07T09:25:00Z,31774
VD,2024-01-07T09:30:00Z,31972
VD,2024-01-07T09:35:00Z,32076
VD,2024-01-07T09:40:00Z,32120
VD,2024-01-07T09:45:00Z,32354
VD,2024-01-07T09:50:00Z,32593
VD,2024-01-07T09:55:00Z,32733
VD,2024-01-07T10:00:00Z,32928
VD,2024-01-07T10:05:00Z,33101
VD,2024-01-07T10:10:00Z,33197
VD,2024-01-07T10:15:00Z,33301
VD,2024-01-07T10:20:00Z,33414
VD,2024-01-07T10:25:00Z,33357
VD,2024-01-07T10:30:00Z,33350
VD,2024-01-07T10:35:00Z,33340
VD,2024-01-07T10:40:00Z,33438
VD,2024-01-07T10:45:00Z,33460
VD,2024-01-07T10:50:00Z,33567
VD,2024-01-07T10:55:00Z,33485
VD,2024-01-07T11:00:00Z,33600
VD,2024-01-07T11:05:00Z,33650
VD,2024-01-07T11:10:00Z,33819
VD,2024-01-07T11:15:00Z,33894
VD,2024-01-07T11:20:00Z,33922
VD,2024-01-07T11:25:00Z,33938
VD,2024-01-07T11:30:00Z,33977
VD,2024-01-07T11:35:00Z,34146
VD,2024-01-07T11:40:00Z,34151
VD,2024-01-07T11:45:00Z,34193
VD,2024-01-07T11:50:00Z,34119
VD,2024-01-07T11:55:00Z,34218
VD,2024-01-07T12:00:00Z,34423
VD,2024-01-07T12:05:00Z,34545
VD,2024-01-07T12:10:00Z,34732
VD,2024-01-07T12:15:00Z,34810
VD,2024-01-07T12:20:00Z,34806
VD,2024-01-07T12:25:00Z,34819
VD,2024-01-07T12:30:00Z,34840
VD,2024-01-07T12:35:00Z,34906
VD,2024-01-07T12:40:00Z,35132
VD,2024-01-07T12:45:00Z,35180
VD,2024-01-07T12:50:00Z,35261
VD,2024-01-07T12:55:00Z,35270
VD,2024-01-07T13:00:00Z,35287
VD,2024-01-07T13:05:00Z,35176
VD,2024-01-07T13:10:00Z,35212
VD,2024-01-07T13:15:00Z,35227
VD,2024-01-07T13:20:00Z,35195
VD,2024-01-07T13:25:00Z,35060
VD,2024-01-07T13:30:00Z,35136
VD,2024-01-07T13:35:00Z,35086
VD,2024-01-07T13:40:00Z,35128
VD,2024-01-07T13:45:00Z,35103
VD,2024-01-07T13:50:00Z,35270
VD,2024-01-07T13:55:00Z,35503
VD,2024-01-07T14:00:00Z,35610
VD,2024-01-07T14:05:00Z,35710
VD,2024-01-07T14:10:00Z,35749
VD,2024-01-07T14:15:00Z,35792
VD,2024-01-07T14:20:00Z,35905
VD,2024-01-07T14:25:00Z,35943
VD,2024-01-07T14:30:00Z,36297
VD,2024-01-07T14:35:00Z,36600
VD,2024-01-07T14:40:00Z,36775
VD,2024-01-07T14:45:00Z,36932
VD,2024-01-07T14:50:00Z,37129
VD,2024-01-07T14:55:00Z,37208
VD,2024-01-07T15:00:00Z,37165
VD,2024-01-07T15:05:00Z,37231
VD,2024-01-07T15:10:00Z,37404
VD,2024-01-07T15:15:00Z,37527
VD,2024-01-07T15:20:00Z,37637
VD,2024-01-07T15:25:00Z,37827
VD,2024-01-07T15:30:00Z,38091
VD,2024-01-07T15:35:00Z,38043
VD,2024-01-07T15:40:00Z,38116
VD,2024-01-07T15:45:00Z,38420
VD,2024-01-07T15:50:00Z,38666
VD,2024-01-07T15:55:00Z,38867
VD,2024-01-07T16:00:00Z,38967
VD,2024-01-07T16:05:00Z,39408
VD,2024-01-07T16:10:00Z,39664
VD,2024-01-07T16:15:00Z,40034
VD,2024-01-07T16:20:00Z,40321
VD,2024-01-07T16:25:00Z,40635
VD,2024-01-07T16:30:00Z,41092
VD,2024-01-07T16:35:00Z,41465
VD,2024-01-07T16:40:00Z,41855
VD,2024-01-07T16:45:00Z,41975
VD,2024-01-07T16:50:00Z,42094
VD,2024-01-07T16:55:00Z,42192
VD,2024-01-07T17:00:00Z,42482
VD,2024-01-07T17:05:00Z,42566
VD,2024-01-07T17:10:00Z,42601
VD,2024-01-07T17:15:00Z,42705
VD,2024-01-07T17:20:00Z,42846
VD,2024-01-07T17:25:00Z,42876
VD,2024-01-07T17:30:00Z,42932
VD,2024-01-07T17:35:00Z,42960
VD,2024-01-07T17:40:00Z,42904
VD,2024-01-07T17:45:00Z,42791
VD,2024-01-07T17:50:00Z,42597
VD,2024-01-07T17:55:00Z,42388
VD,2024-01-07T18:00:00Z,42303
VD,2024-01-07T18:05:00Z,42262
VD,2024-01-07T18:10:00Z,42168
VD,2024-01-07T18:15:00Z,41986
VD,2024-01-07T18:20:00Z,41785
VD,2024-01-07T18:25:00Z,41714
VD,2024-01-07T18:30:00Z,41585
VD,2024-01-07T18:35:00Z,41547
VD,2024-01-07T18:40:00Z,41540
VD,2024-01-07T18:45:00Z,41239
VD,2024-01-07T18:50:00Z,41072
VD,2024-01-07T18:55:00Z,40912
VD,2024-01-07T19:00:00Z,40611
VD,2024-01-07T19:05:00Z,40425
VD,2024-01-07T19:10:00Z,40280
VD,2024-01-07T19:15:00Z,40141
VD,2024-01-07T19:20:00Z,39878
VD,2024-01-07T19:25:00Z,39645
VD,2024-01-07T19:30:00Z,39484
VD,2024-01-07T19:35:00Z,39207
VD,2024-01-07T19:40:00Z,39048
VD,2024-01-07T19:45:00Z,38781
VD,2024-01-07T19:50:00Z,38550
VD,2024-01-07T19:55:00Z,38272
VD,2024-01-07T20:00:00Z,38185
VD,2024-01-07T20:05:00Z,37986
VD,2024-01-07T20:10:00Z,37780
VD,2024-01-07T20:15:00Z,37549
VD,2024-01-07T20:20:00Z,37345
VD,2024-01-07T20:25:00Z,37245
VD,2024-01-07T20:30:00Z,37077
VD,2024-01-07T20:35:00Z,36781
VD,2024-01-07T20:40:00Z,36468
VD,2024-01-07T20:45:00Z,36266
VD,2024-01-07T20:50:00Z,35976
VD,2024-01-07T20:55:00Z,35714
VD,2024-01-07T21:00:00Z,35283
VD,2024-01-07T21:05:00Z,34952
VD,2024-01-07T21:10:00Z,34619
VD,2024-01-07T21:15:00Z,34335
VD,2024-01-07T21:20:00Z,34042
VD,2024-01-07T21:25:00Z,33883
VD,2024-01-07T21:30:00Z,33744
VD,2024-01-07T21:35:00Z,33486
VD,2024-01-07T21:40:00Z,33311
VD,2024-01-07T21:45:00Z,33012
VD,2024-01-07T21:50:00Z,32826
VD,2024-01-07T21:55:00Z,32546
VD,2024-01-07T22:00:00Z,32408
VD,2024-01-07T22:05:00Z,32100
VD,2024-01-07T22:10:00Z,31697
VD,2024-01-07T22:15:00Z,31422
VD,2024-01-07T22:20:00Z,31225
VD,2024-01-07T22:25:00Z,30909
VD,2024-01-07T22:30:00Z,30535
VD,2024-01-07T22:35:00Z,30394
VD,2024-01-07T22:40:00Z,30159
VD,2024-01-07T22:45:00Z,29830
VD,2024-01-07T22:50:00Z,29452
VD,2024-01-07T22:55:00Z,29228
VD,2024-01-07T23:00:00Z,29006
VD,2024-01-07T23:05:00Z,28695
VD,2024-01-07T23:10:00Z,28440
VD,2024-01-07T23:15:00Z,28082
VD,2024-01-07T23:20:00Z,27723
VD,2024-01-07T23:25:00Z,27510
VD,2024-01-07T23:30:00Z,27375
VD,2024-01-07T23:35:00Z,27337
VD,2024-01-07T23:40:00Z,27300
VD,2024-01-07T23:45:00Z,27277
VD,2024-01-07T23:50:00Z,27250
VD,2024-01-07T23:55:00Z,27437
VD,2024-01-08T00:00:00Z,27859
VD,2024-01-08T00:05:00Z,28091
VD,2024-01-08T00:10:00Z,28096
VD,2024-01-08T00:15:00Z,28064
VD,2024-01-08T00:20:00Z,28020
VD,2024-01-08T00:25:00Z,28014
VD,2024-01-08T00:30:00Z,28238
VD,2024-01-08T00:35:00Z,28289
VD,2024-01-08T00:40:00Z,28385
VD,2024-01-08T00:45:00Z,28532
VD,2024-01-08T00:50:00Z,28733
VD,2024-01-08T00:55:00Z,28794
VD,2024-01-08T01:00:00Z,28713
VD,2024-01-08T01:05:00Z,28506
VD,2024-01-08T01:10:00Z,28418
VD,2024-01-08T01:15:00Z,28342
VD,2024-01-08T01:20:00Z,28258
VD,2024-01-08T01:25:00Z,28055
VD,2024-01-08T01:30:00Z,27972
VD,2024-01-08T01:35:00Z,27925
VD,2024-01-08T01:40:00Z,27954
VD,2024-01-08T01:45:00Z,27956
VD,2024-01-08T01:50:00Z,27766
VD,2024-01-08T01:55:00Z,27761
VD,2024-01-08T02:00:00Z,28019
VD,2024-01-08T02:05:00Z,28090
VD,2024-01-08T02:10:00Z,27977
VD,2024-01-08T02:15:00Z,27932
VD,2024-01-08T02:20:00Z,28122
VD,2024-01-08T02:25:00Z,28193
VD,2024-01-08T02:30:00Z,28200
VD,2024-01-08T02:35:00Z,28248
VD,2024-01-08T02:40:00Z,28107
VD,2024-01-08T02:45:00Z,27949
VD,2024-01-08T02:50:00Z,27732
VD,2024-01-08T02:55:00Z,27614
VD,2024-01-08T03:00:00Z,27538
VD,2024-01-08T03:05:00Z,27475
VD,2024-01-08T03:10:00Z,27531
VD,2024-01-08T03:15:00Z,27596
VD,2024-01-08T03:20:00Z,27649
VD,2024-01-08T03:25:00Z,27558
VD,2024-01-08T03:30:00Z,27564
VD,2024-01-08T03:35:00Z,27551
VD,2024-01-08T03:40:00Z,27538
VD,2024-01-08T03:45:00Z,27524
VD,2024-01-08T03:50:00Z,27794
VD,2024-01-08T03:55:00Z,27722
VD,2024-01-08T04:00:00Z,27447
VD,2024-01-08T04:05:00Z,27426
VD,2024-01-08T04:10:00Z,27186
VD,2024-01-08T04:15:00Z,27065
VD,2024-01-08T04:20:00Z,27027
VD,2024-01-08T04:25:00Z,26925
VD,2024-01-08T04:30:00Z,26976
VD,2024-01-08T04:35:00Z,27100
VD,2024-01-08T04:40:00Z,27238
VD,2024-01-08T04:45:00Z,27247
VD,2024-01-08T04:50:00Z,27133
VD,2024-01-08T04:55:00Z,26569
VD,2024-01-08T05:00:00Z,26063
VD,2024-01-08T05:05:00Z,25858
VD,2024-01-08T05:10:00Z,25806
VD,2024-01-08T05:15:00Z,25640
VD,2024-01-08T05:20:00Z,25726
VD,2024-01-08T05:25:00Z,25897
VD,2024-01-08T05:30:00Z,26078
VD,2024-01-08T05:35:00Z,26341
VD,2024-01-08T05:40:00Z,26685
VD,2024-01-08T05:45:00Z,27073
VD,2024-01-08T05:50:00Z,27417
VD,2024-01-08T05:55:00Z,28282
VD,2024-01-08T06:00:00Z,29760
VD,2024-01-08T06:05:00Z,30908
VD,2024-01-08T06:10:00Z,31635
VD,2024-01-08T06:15:00Z,32060
VD,2024-01-08T06:20:00Z,32539
VD,2024-01-08T06:25:00Z,32862
VD,2024-01-08T06:30:00Z,33463
VD,2024-01-08T06:35:00Z,34064
VD,2024-01-08T06:40:00Z,34520
VD,2024-01-08T06:45:00Z,35009
VD,2024-01-08T06:50:00Z,35591
VD,2024-01-08T06:55:00Z,36108
VD,2024-01-08T07:00:00Z,36478
VD,2024-01-08T07:05:00Z,37099
VD,2024-01-08T07:10:00Z,37782
VD,2024-01-08T07:15:00Z,38305
VD,2024-01-08T07:20:00Z,38606
VD,2024-01-08T07:25:00Z,38804
VD,2024-01-08T07:30:00Z,39046
VD,2024-01-08T07:35:00Z,39311
VD,2024-01-08T07:40:00Z,39525
VD,2024-01-08T07:45:00Z,39840
VD,2024-01-08T07:50:00Z,40167
VD,2024-01-08T07:55:00Z,40159
VD,2024-01-08T08:00:00Z,39765
VD,2024-01-08T08:05:00Z,39767
VD,2024-01-08T08:10:00Z,40033
VD,2024-01-08T08:15:00Z,40261
VD,2024-01-08T08:20:00Z,40394
VD,2024-01-08T08:25:00Z,40489
VD,2024-01-08T08:30:00Z,40586
VD,2024-01-08T08:35:00Z,40578
VD,2024-01-08T08:40:00Z,40625
VD,2024-01-08T08:45:00Z,40621
VD,2024-01-08T08:50:00Z,40986
VD,2024-01-08T08:55:00Z,41020
VD,2024-01-08T09:00:00Z,41331
VD,2024-01-08T09:05:00Z,41523
VD,2024-01-08T09:10:00Z,41668
VD,2024-01-08T09:15:00Z,41902
VD,2024-01-08T09:20:00Z,41943
VD,2024-01-08T09:25:00Z,42080
VD,2024-01-08T09:30:00Z,42086
VD,2024-01-08T09:35:00Z,42147
VD,2024-01-08T09:40:00Z,42191
VD,2024-01-08T09:45:00Z,42359
VD,2024-01-08T09:50:00Z,42448
VD,2024-01-08T09:55:00Z,42369
VD,2024-01-08T10:00:00Z,42095
VD,2024-01-08T10:05:00Z,42197
VD,2024-01-08T10:10:00Z,42144
VD,2024-01-08T10:15:00Z,42084
VD,2024-01-08T10:20:00Z,42051
VD,2024-01-08T10:25:00Z,42101
VD,2024-01-08T10:30:00Z,42222
VD,2024-01-08T10:35:00Z,42370
VD,2024-01-08T10:40:00Z,42266
VD,2024-01-08T10:45:00Z,42282
VD,2024-01-08T10:50:00Z,42274
VD,2024-01-08T10:55:00Z,42305
VD,2024-01-08T11:00:00Z,42535
VD,2024-01-08T11:05:00Z,42764
VD,2024-01-08T11:10:00Z,42593
VD,2024-01-08T11:15:00Z,42579
VD,2024-01-08T11:20:00Z,42458
VD,2024-01-08T11:25:00Z,42471
VD,2024-01-08T11:30:00Z,42757
VD,2024-01-08T11:35:00Z,42987
VD,2024-01-08T11:40:00Z,42916
VD,2024-01-08T11:45:00Z,42865
VD,2024-01-08T11:50:00Z,42828
VD,2024-01-08T11:55:00Z,42836
VD,2024-01-08T12:00:00Z,43184
VD,2024-01-08T12:05:00Z,43308
VD,2024-01-08T12:10:00Z,43374
VD,2024-01-08T12:15:00Z,43376
VD,2024-01-08T12:20:00Z,43416
VD,2024-01-08T12:25:00Z,43431
VD,2024-01-08T12:30:00Z,43523
VD,2024-01-08T12:35:00Z,43603
VD,2024-01-08T12:40:00Z,43414
VD,2024-01-08T12:45:00Z,43435
VD,2024-01-08T12:50:00Z,43434
VD,2024-01-08T12:55:00Z,43427
VD,2024-01-08T13:00:00Z,43308
VD,2024-01-08T13:05:00Z,43416
VD,2024-01-08T13:10:00Z,43462
VD,2024-01-08T13:15:00Z,43473
VD,2024-01-08T13:20:00Z,43505
VD,2024-01-08T13:25:00Z,43491
VD,2024-01-08T13:30:00Z,43453
VD,2024-01-08T13:35:00Z,43450
VD,2024-01-08T13:40:00Z,43496
VD,2024-01-08T13:45:00Z,43509
VD,2024-01-08T13:50:00Z,43413
